"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CDR2|1039",-1.20612775668541,5.02720197171057,-3.64968203567915,0.000418141709313196,0.0297841916051816,-0.42125541424415
"HYI|81888",-1.19513460985279,3.68477237803733,-3.64746335029931,0.000421340111439751,0.0297841916051816,-0.256325237422395
"ACOT13|55856",1.02050766926834,4.92037914422375,3.64712512243468,0.000421829724302015,0.0297841916051816,-0.417724678023802
"LOC100271722|100271722",2.12102490003307,0.162855662317008,3.64288973922748,0.000428006619944923,0.0300860120046618,-0.105799485539753
"DENND2C|163259",2.43931675372255,2.19421086738066,3.64130788760078,0.000430335503358697,0.0300937275914235,-0.133385495843081
"ZNF568|374900",-1.88069961509423,1.76269428770919,-3.6402350203112,0.000431921861611858,0.0300937275914235,-0.117553374137647
"AHDC1|27245",1.15975071518273,5.07205624590479,3.63279427024976,0.000443077293950509,0.0306376353587468,-0.479861016919561
"SREBF1|6720",1.57570357735115,7.24938184681248,3.63244828826754,0.000443602585808865,0.0306376353587468,-0.578314011587103
"TCEAL3|85012",-1.37180351263729,4.33694161504727,-3.6288334372829,0.00044912627679001,0.0308842660596121,-0.402887004519015
"FYN|2534",-1.52012246017234,4.42988254081813,-3.62075952143496,0.00046169981858316,0.0315901181147907,-0.440798410873799
"ZNF876P|642280",-2.49001203882155,-0.906963337059274,-3.61969286022308,0.000463385647612003,0.0315901181147907,-0.225273839777783
"UPK3A|7380",-7.24669497848038,1.51190427312888,-3.61762908946652,0.000466663942366238,0.0316770682938387,-0.178325984134945
"RGMA|56963",3.36451208291126,1.34028135788716,3.61072604822823,0.0004777896934441,0.0322936828697089,-0.195192152820701
"C12orf54|121273",3.85653917092012,-3.34153911266445,3.60165181006342,0.000492797119000676,0.0329859768493066,-0.537930097862534
"CLUAP1|23059",1.04763005417177,3.66232917451107,3.60150488100567,0.000493043748582025,0.0329859768493066,-0.397421065622701
"KRT15|3866",4.35818355556805,5.10881363023051,3.60076402209641,0.000494289106808654,0.0329859768493066,-0.585330283311029
"GLI2|2736",2.60179419790462,0.777846328127367,3.59759218643354,0.000499654583317648,0.0332039365115627,-0.22917518864964
"QSER1|79832",0.984543377712339,5.6309323298248,3.59424159711233,0.000505382270614384,0.0334440418076866,-0.651974159577387
"PPP1R3C|5507",-3.19059099922962,3.39018425211952,-3.58982269499117,0.000513031222824725,0.0338087575841493,-0.39895883592833
"SH3KBP1|30011",-1.90077560923144,5.37810156439998,-3.58555927573271,0.000520514739861085,0.0341389678750292,-0.65909705974882
"SGK1|6446",2.11661641575929,5.93260239119909,3.58451748300845,0.000522359017814686,0.0341389678750292,-0.701358772773432
"JKAMP|51528",0.699560236263301,5.13652723028378,3.58311969418478,0.000524843223998765,0.0341601663817468,-0.643822058355492
"GTF2H1|2965",0.77372508189181,4.96938349282138,3.58149700632029,0.000527741144237572,0.0342080079395961,-0.631047393435978
"NFIB|4781",-1.62095470544502,5.11164262738227,-3.57794329613622,0.000534140577140726,0.0344814994614601,-0.657574162884968
"PCSK9|255738",4.70788190267609,0.750974616016276,3.57432340238747,0.000540734589783458,0.034532371436952,-0.297400630664137
"RPTN|126638",4.88162484436017,-3.45534836387875,3.5739229903771,0.000541468691292424,0.034532371436952,-0.623733202909281
"NAP1L4|4676",0.656048922102036,7.22030626610513,3.57322785966751,0.000542745358240531,0.034532371436952,-0.766234959511801
"DNAJA3|9093",0.645044179525658,5.85672918648105,3.57175893261215,0.000545452535655725,0.034532371436952,-0.737551918649027
"UNKL|64718",0.986679671470895,3.51152481466524,3.57154626669873,0.000545845527265933,0.034532371436952,-0.470806068245592
"AGPAT9|84803",2.52388935080059,0.973796114822942,3.57032501624949,0.000548107499466878,0.0345373235520643,-0.309945841944821
"MFF|56947",0.948875824423938,5.71044114944351,3.56499594258191,0.000558081992235462,0.0350262888460161,-0.749718583741061
"C5orf25|375484",-2.17943410299318,2.76415431591563,-3.56267587827824,0.000562477879545981,0.035162648786163,-0.414954538878114
"F10|2159",-2.15747178308123,-1.01945348725761,-3.55728709810964,0.000572814759050217,0.0356463414340112,-0.406128131749384
"RNF217|154214",2.50580733276904,1.45879943499708,3.55601575944148,0.000575279508020437,0.0356463414340112,-0.360722900319438
"GSTZ1|2954",1.20402671325753,4.27528669074197,3.55426334282563,0.000578693355996628,0.0356463414340112,-0.628406494842574
"TBC1D1|23216",-1.14370198490572,6.27172009003803,-3.55398849749912,0.000579230510150536,0.0356463414340112,-0.811739591246889
"TCN2|6948",-1.55638228421561,4.15707383417563,-3.55007546547703,0.000586929372301298,0.0359003869709026,-0.625075091749847
"PBXIP1|57326",-1.15500495191897,7.06543167970249,-3.54958641446574,0.000587898345059672,0.0359003869709026,-0.839959371901196
"SLURP1|57152",4.5509134262153,-3.25159840539997,3.54836256192224,0.00059032983167932,0.0359102177609235,-0.65839936803621
"NRG4|145957",3.24122565184679,-0.228607172162116,3.54227380248576,0.000602568518296225,0.0365142669937666,-0.407229039830104
"RASSF9|9182",3.65829067585549,-1.3200371593668,3.54030038280174,0.000606586339390602,0.0366174410068769,-0.473761913730176
"KIAA0319|9856",3.60096832300987,-1.66457213298955,3.53770090961858,0.000611917411439079,0.0367988052445645,-0.508432583704262
"ZNF555|148254",-1.0734526191945,1.40082936815569,-3.5329787587554,0.000621715107979931,0.0371136939329412,-0.427172975154772
"CYP4F2|8529",3.88997015450948,-3.59541895264044,3.53291577055391,0.00062184679389412,0.0371136939329412,-0.744987681628565
"MBOAT2|129642",1.6863489140433,4.76554455562318,3.53148133168747,0.000624852833914623,0.037152903839074,-0.76349593359773
"AGFG1|3267",1.11195296560234,6.17160674846725,3.52773160993433,0.000632775770338281,0.037483077092398,-0.890428608062766
"DLC1|10395",-1.77235898553559,4.25697119639529,-3.52612691481159,0.000636195291307163,0.0375450176392317,-0.713112887892174
"C10orf125|282969",-1.76236270957467,2.60385923873948,-3.52460714525885,0.000639449918324329,0.0375968026327791,-0.51630286692449
"ZNF69|7620",-2.42183989770122,1.43533451132869,-3.52253489002709,0.000643913040686701,0.0377189950055587,-0.458848830323281
"SYNE1|23345",-1.72716110012116,4.2928050505986,-3.51860708418667,0.000652453357468201,0.0380782372757087,-0.74124906756346
"C11orf9|745",2.9674419891521,1.76910079966429,3.5134779752667,0.000663766712317808,0.0385562722001406,-0.497482719929739
"ABCA12|26154",3.80645663020874,2.08202303547292,3.5126905411598,0.000665519872953869,0.0385562722001406,-0.515427137790229
"SERPINB13|5275",6.65513807067741,0.835442282886588,3.51011134702305,0.000671292890579582,0.0387487896255718,-0.484288322664971
"ZNF709|163051",-1.59671012726798,1.40619798989539,-3.50661292841351,0.000679198951006216,0.0389385973915672,-0.504710050751799
"ZNF358|140467",-1.12274317035059,5.78845155696998,-3.50647822594474,0.000679505113813388,0.0389385973915672,-0.937532251197151
"RAB10|10890",0.810390283103301,7.90624029150256,3.50013920458376,0.000694061084139254,0.0396291339593734,-0.993258010308328
"PPP2R2C|5522",4.6592179698041,1.11939502163687,3.49422907165309,0.000707896709838287,0.0401115479128294,-0.533974392169681
"ZNF583|147949",-1.69138723993978,1.16524837733227,-3.49413815331602,0.00070811156719607,0.0401115479128294,-0.535139236060862
"TIMP1|7076",-1.64522105029058,8.11518126394069,-3.49329018113673,0.000710118450657071,0.0401115479128294,-1.01281891908439
"ZBTB8B|728116",-4.04650143487052,-0.670810413184111,-3.48977244588976,0.00071850123884988,0.0404406248884331,-0.571934249945102
"ZNF525|170958",-1.14990682280811,3.75199142728531,-3.48651331108519,0.000726350969401328,0.0405762910600614,-0.76397040368619
"ZNF320|162967",-1.82634262312445,4.70612752723345,-3.48615800707233,0.000727211601148541,0.0405762910600614,-0.89613732182476
"TPD52L1|7164",2.25442674556194,4.4191431525467,3.48558229302849,0.000728608160157906,0.0405762910600614,-0.860216222413374
"PIR|8544",2.17027841353438,4.55743482883968,3.48321368424023,0.000734380541205698,0.040754254876173,-0.886024746020189
"HSD17B11|51170",-1.48637563924484,5.78338956077328,-3.47923172577898,0.000744181972734833,0.0411537834992102,-1.02153006419809
"MEGF9|1955",1.13744495866026,5.1502004450387,3.47374128466647,0.000757898820779013,0.0416703133351603,-0.985577769160574
"PART1|25859",3.83624088239081,-0.65511553272121,3.47338712832727,0.000758791745101554,0.0416703133351603,-0.616153410263575
"NAP1L5|266812",-1.67509383028359,2.11015739473886,-3.47061670760238,0.000765811014854192,0.0419102664738197,-0.641682011047383
"ORAI2|80228",-1.23740942510156,5.13968289118418,-3.46542937313749,0.000779118716702286,0.0423935273722884,-1.01002558059082
"MFSD3|113655",1.1552211198045,3.93448236026699,3.46508791269252,0.000780002305597871,0.0423935273722884,-0.854756286620225
"GUSB|2990",-0.992833973187891,6.44899299497048,-3.4623137929615,0.000787215896576635,0.0426390637680002,-1.10186886592676
"LEPREL2|10536",-1.77639307797842,4.59462703050071,-3.45908138565465,0.000795700443661157,0.0428641013655606,-0.964798280997235
"GOLT1A|127845",-4.3273731710899,2.02191069581121,-3.45866828264048,0.000796790958616263,0.0428641013655606,-0.671596756635614
"C10orf11|83938",-2.09336974139143,1.27568282353333,-3.45629587128114,0.00080308098655175,0.0429522647413905,-0.64730089694039
"PHKB|5257",0.789655118917198,5.88017641548567,3.45600278032581,0.000803861302696736,0.0429522647413905,-1.09883740777927
"DDAH1|23576",-2.13817452499541,4.93470220696142,-3.45098358052592,0.000817335578751351,0.043422488350683,-1.03173483239987
"CACNA1I|8911",-3.95363291147955,-0.863065710892357,-3.45068174920646,0.000818152600436491,0.043422488350683,-0.687939326785729
"HS2ST1|9653",-0.819051924350279,5.88888640318731,-3.44746063813476,0.000826919792822444,0.0437410148604674,-1.12550972294047
"HSD17B12|51144",0.895288495295097,5.99110043174211,3.44222870583411,0.000841348776445676,0.0442502010843753,-1.14691479729118
"MORN3|283385",-2.66812705565279,-1.4724977518448,-3.44194370611617,0.000842141535558735,0.0442502010843753,-0.747899835431322
"CD63|967",-0.981187330907764,9.2439251963068,-3.43832252743019,0.000852275671785362,0.0446344106786665,-1.16882232712873
"ID3|3399",-1.7309674536556,5.81652477563477,-3.43353598542769,0.000865847363673291,0.0451955178345108,-1.16388533191195
"GPC1|2817",1.6825857884907,7.48709270553565,3.42962085452335,0.000877099202977137,0.0456322401127842,-1.2123050906607
"KCNG1|3755",-3.69719735332339,3.63422967264868,-3.42746252786167,0.000883360779684957,0.045807324890155,-0.926132653658925
"PKN1|5585",-1.49794295883801,6.25500434360743,-3.42442376494611,0.000892247929743991,0.0459823858349899,-1.21219531875481
"C1orf88|128344",-3.32876799336718,1.2362467081322,-3.42432051414037,0.000892551368951815,0.0459823858349899,-0.738118814831662
"CLIP2|7461",-1.43904471517928,4.82544304373006,-3.42112451718261,0.000901992091661282,0.0463178796159573,-1.10952883192474
"ITIH5|80760",-2.05692400731362,3.62543265833388,-3.41448570000352,0.000921903623048133,0.047187144667085,-0.963777453778064
"NKX2-8|26257",4.19740604328762,-2.2997701340789,3.41325719454618,0.00092563325665824,0.0472252115719572,-0.889087537353961
"IL20RB|53833",3.82310145106478,2.66883209767404,3.40830137462145,0.000940823226362052,0.0477002211532995,-0.868249326514758
"UBXN10|127733",-2.99065846710995,1.82867320036074,-3.40825206626515,0.000940975531096955,0.0477002211532995,-0.807849449867436
"C6orf204|387119",1.67350169993775,0.256683023811102,3.40475003816758,0.000951852153911769,0.0480974238538931,-0.782367212316466
"ABCA3|21",-2.89962073548675,2.61586997352674,-3.4027591498574,0.000958088047036757,0.0482583457067941,-0.879599436957931
"LOC201651|201651",4.14209751459872,-2.65354308137913,3.39970417429359,0.00096773161036035,0.0483967344815469,-0.957348156945428
"PDE9A|5152",-3.1789400901732,2.55938965610665,-3.39942037693361,0.000968632082359047,0.0483967344815469,-0.884289358388179
"QPCT|25797",-2.3303627563024,3.84823720660192,-3.39898486100093,0.000970015479934899,0.0483967344815469,-1.04167698749119
"GRAMD1A|57655",-1.18830053763956,5.59238472968787,-3.39536427348642,0.00098158821646007,0.0488201233695989,-1.26446527187018
